CONTROL,VIV_SEL,HOGAR,RESUL_H,N_INF,R_SEL,TOT_PER,FAC_HOG,DOM,EST,UPM
0140154,05,01,B,01,01,04,000171,U,005,00114
0140155,01,01,B,01,01,01,000164,U,004,00115
0140155,02,01,B,02,02,02,000164,U,004,00115
0140155,03,01,B,01,01,01,000164,U,004,00115
0140155,03,02,B,01,01,01,000164,U,004,00115
0140155,03,03,B,01,02,02,000164,U,004,00115
0140155,04,01,A,02,01,04,000164,U,004,00115
0140155,05,01,A,01,02,02,000164,U,004,00115
0140156,01,01,B,01,01,01,000192,U,005,00116
0140156,03,01,C,02,02,03,000000,U,005,00116
0140156,04,01,B,01,01,02,000192,U,005,00116
0140156,05,01,B,04,02,04,000192,U,005,00116
0140157,01,01,B,02,02,03,000187,U,005,00117
0140157,02,01,B,01,02,04,000187,U,005,00117
0140157,03,01,B,02,02,04,000187,U,005,00117
0140157,04,01,B,01,02,04,000187,U,005,00117
0140157,05,01,A,01,01,04,000187,U,005,00117
0140158,01,01,B,02,01,03,000189,U,004,00118
0140158,02,01,B,01,02,05,000189,U,004,00118
0140158,03,01,A,02,01,05,000189,U,004,00118
0140158,04,01,B,01,02,04,000189,U,004,00118
0140158,05,01,B,02,02,03,000189,U,004,00118
0140160,01,01,B,02,01,06,000139,U,005,00119
0140160,02,01,A,02,02,02,000139,U,005,00119
0140160,03,01,B,02,01,02,000139,U,005,00119
0140160,04,01,A,01,01,01,000139,U,005,00119
0140160,05,01,A,02,01,07,000139,U,005,00119
0140161,01,01,A,03,02,04,000210,U,005,00120
0140161,02,01,B,01,01,05,000210,U,005,00120
0140161,03,01,B,01,02,02,000210,U,005,00120
0140161,04,01,B,02,01,03,000210,U,005,00120
0140161,05,01,B,01,01,01,000210,U,005,00120
0140162,01,01,B,01,02,06,000179,U,005,00121
0140162,02,01,A,02,01,05,000179,U,005,00121
0140162,03,01,A,01,02,05,000179,U,005,00121
0140162,04,01,A,01,01,05,000179,U,005,00121
0140162,05,01,B,01,01,07,000179,U,005,00121
0140163,01,01,A,02,04,05,000181,U,004,00122
0140163,02,01,B,05,02,06,000181,U,004,00122
0140163,03,01,C,03,02,04,000000,U,004,00122
0140163,04,01,A,01,04,05,000181,U,004,00122
0140163,05,01,A,02,04,05,000181,U,004,00122
0140164,01,01,A,02,01,03,000179,U,006,00123
0140164,02,01,B,01,02,04,000179,U,006,00123
0140164,03,01,B,04,03,07,000179,U,006,00123
0140164,04,01,A,03,01,03,000179,U,006,00123
0140164,05,01,B,02,02,07,000179,U,006,00123
0140166,01,01,A,02,01,03,000153,U,004,00124
0140166,02,01,B,02,02,04,000153,U,004,00124
0140166,03,01,B,01,02,02,000153,U,004,00124
0140166,05,01,B,01,01,01,000153,U,004,00124
0140167,01,01,A,02,04,04,000138,U,005,00125
0140167,03,01,B,01,01,02,000138,U,005,00125
0140167,04,01,B,03,03,04,000138,U,005,00125
0140167,05,01,A,04,01,04,000138,U,005,00125
0140169,01,01,B,02,03,06,000171,U,004,00126
0140169,02,01,A,02,01,04,000171,U,004,00126
0140169,03,01,B,02,01,07,000171,U,004,00126
0140169,04,01,B,03,03,03,000171,U,004,00126
0140169,05,01,B,01,01,02,000171,U,004,00126
0140172,01,01,B,02,03,03,000177,U,004,00127
0140172,02,01,B,03,02,04,000177,U,004,00127
0140172,03,01,B,01,01,05,000177,U,004,00127
0140172,04,01,B,01,01,02,000177,U,004,00127
0140172,05,01,A,02,01,04,000177,U,004,00127
0140173,01,01,B,01,01,02,000171,U,006,00128
0140173,02,01,B,02,01,03,000171,U,006,00128
0140173,03,01,B,02,01,03,000171,U,006,00128
0140173,04,01,A,01,01,04,000171,U,006,00128
0140173,05,01,A,02,02,02,000171,U,006,00128
0140174,01,01,B,01,01,01,000158,U,005,00129
0140174,02,01,B,02,02,03,000158,U,005,00129
0140174,03,01,B,01,02,04,000158,U,005,00129
0140174,04,01,B,02,02,05,000158,U,005,00129
0140174,05,01,B,01,01,03,000158,U,005,00129
0140175,01,01,A,02,01,04,000165,U,005,00130
0140175,02,01,A,01,01,02,000165,U,005,00130
0140175,03,01,A,02,02,03,000165,U,005,00130
0140175,05,01,B,03,01,03,000165,U,005,00130
0140176,01,01,B,02,02,03,000154,U,004,00131
0140176,02,01,B,04,02,04,000154,U,004,00131
0140176,03,01,A,01,01,07,000154,U,004,00131
0140176,04,01,B,01,01,05,000154,U,004,00131
0140176,05,01,B,01,02,05,000154,U,004,00131
0140177,01,01,B,02,02,05,000180,U,006,00132
0140177,02,01,B,01,02,02,000180,U,006,00132
0140177,03,01,A,02,02,03,000180,U,006,00132
0140177,04,01,B,01,01,02,000180,U,006,00132
0140177,05,01,A,02,02,04,000180,U,006,00132
0140178,01,01,A,01,01,01,000164,U,005,00133
0140178,02,01,B,01,01,01,000164,U,005,00133
0140178,03,01,B,02,02,04,000164,U,005,00133
0140178,04,01,A,01,01,02,000164,U,005,00133
0140178,05,01,B,01,01,01,000164,U,005,00133
0140179,01,01,B,02,01,05,000164,U,004,00134
0140179,02,01,B,01,01,02,000164,U,004,00134
0140179,03,01,B,01,01,03,000164,U,004,00134
0140179,04,01,A,01,01,04,000164,U,004,00134
0140179,05,01,C,02,01,02,000000,U,004,00134
0140180,01,01,A,02,01,04,000153,U,005,00135
0140180,02,01,B,01,01,02,000153,U,005,00135
0140180,03,01,B,01,01,01,000153,U,005,00135
0140180,04,01,B,03,01,06,000153,U,005,00135
0140181,01,01,B,01,02,05,000177,U,004,00136
0140181,02,01,B,01,01,06,000177,U,004,00136
0140181,03,01,A,01,01,01,000177,U,004,00136
0140181,04,01,B,01,01,01,000177,U,004,00136
0140181,05,01,B,02,02,05,000177,U,004,00136
0140183,01,01,B,02,01,04,000173,U,005,00137
0140183,03,01,B,01,01,02,000173,U,005,00137
0140183,04,01,A,01,02,02,000173,U,005,00137
0140183,05,01,B,01,02,02,000173,U,005,00137
0140184,01,01,A,01,01,04,000169,U,005,00138
0140184,02,01,B,02,02,05,000169,U,005,00138
0140184,03,01,A,02,01,04,000169,U,005,00138
0140184,04,01,B,05,05,07,000169,U,005,00138
0140184,05,01,A,01,02,06,000169,U,005,00138
0140186,01,01,A,01,03,04,000166,U,006,00139
0140186,02,01,B,02,02,02,000166,U,006,00139
0140186,03,01,B,01,04,06,000166,U,006,00139
0140186,04,01,B,01,01,02,000166,U,006,00139
0140186,05,01,A,01,01,04,000166,U,006,00139
0140187,01,01,B,02,01,02,000197,U,005,00140
0140187,02,01,B,01,01,04,000197,U,005,00140
0140187,03,01,A,01,01,02,000197,U,005,00140
0140187,04,01,B,02,01,03,000197,U,005,00140
0140187,05,01,B,02,01,03,000197,U,005,00140
0140189,01,01,B,01,02,04,000159,U,004,00141
0140189,02,01,A,02,01,02,000159,U,004,00141
0140189,03,01,B,02,02,06,000159,U,004,00141
0140189,04,01,B,01,03,04,000159,U,004,00141
0140189,05,01,B,01,02,03,000159,U,004,00141
0140193,01,01,B,01,01,01,000186,U,005,00142
0140193,02,01,A,01,01,02,000186,U,005,00142
0140193,03,01,A,04,03,04,000186,U,005,00142
0140193,04,01,B,01,01,01,000186,U,005,00142
0140193,05,01,A,02,02,04,000186,U,005,00142
0140193,05,02,A,01,01,04,000186,U,005,00142
0140195,01,01,B,02,03,05,000178,U,004,00143
0140195,02,01,B,01,01,04,000178,U,004,00143
0140195,03,01,B,02,01,04,000178,U,004,00143
0140195,04,01,A,02,01,04,000178,U,004,00143
0140195,05,01,B,01,01,05,000178,U,004,00143
0140196,02,01,A,03,01,03,000197,U,005,00144
0140196,03,01,A,01,02,02,000197,U,005,00144
0140196,04,01,B,02,02,03,000197,U,005,00144
0140196,05,01,A,01,01,03,000197,U,005,00144
0140197,01,01,B,01,01,05,000168,U,005,00145
0140197,02,01,B,01,01,06,000168,U,005,00145
0140197,03,01,A,03,03,04,000168,U,005,00145
0140197,04,01,A,02,02,03,000168,U,005,00145
0140197,05,01,B,01,02,02,000168,U,005,00145
0140199,01,01,B,01,02,04,000203,U,006,00146
0140199,02,01,A,01,01,01,000203,U,006,00146
0140199,03,01,B,02,02,04,000203,U,006,00146
0140199,04,01,B,01,01,03,000203,U,006,00146
0140201,01,01,B,02,03,04,000168,U,005,00147
0140201,02,01,B,02,01,03,000168,U,005,00147
0140201,03,01,B,01,01,03,000168,U,005,00147
0140201,04,01,B,01,01,01,000168,U,005,00147
0140201,05,01,B,01,02,03,000168,U,005,00147
0140203,01,01,B,02,01,05,000163,U,006,00148
0140203,03,01,A,01,01,05,000163,U,006,00148
0140203,04,01,B,01,04,05,000163,U,006,00148
0140203,05,01,B,02,01,03,000163,U,006,00148
0140205,01,01,A,02,01,03,000162,U,004,00149
0140205,02,01,A,01,01,02,000162,U,004,00149
0140205,03,01,A,01,02,05,000162,U,004,00149
0140205,04,01,A,02,01,04,000162,U,004,00149
0140205,05,01,B,02,02,03,000162,U,004,00149
0140206,01,01,A,04,03,04,000150,U,005,00150
0140206,02,01,A,01,01,01,000150,U,005,00150
0140206,03,01,A,01,01,05,000150,U,005,00150
0140206,04,01,B,01,02,03,000150,U,005,00150
0140206,05,01,A,01,02,06,000150,U,005,00150
0140207,01,01,B,01,01,05,000170,U,004,00151
0140207,02,01,B,02,01,02,000170,U,004,00151
0140207,03,01,B,02,02,03,000170,U,004,00151
0140207,04,01,A,01,01,05,000170,U,004,00151
0140207,05,01,B,01,01,08,000170,U,004,00151
0140208,02,01,B,01,01,01,000187,U,006,00152
0140208,04,01,B,01,01,02,000187,U,006,00152
0140208,05,01,B,02,03,05,000187,U,006,00152
0140211,01,01,A,02,03,05,000169,U,004,00153
0140211,02,01,B,02,01,05,000169,U,004,00153
0140211,03,01,B,03,04,04,000169,U,004,00153
0140211,04,01,B,01,02,03,000169,U,004,00153
0140211,05,01,B,01,02,05,000169,U,004,00153
0140212,01,01,B,02,02,05,000176,U,006,00154
0140212,02,01,B,01,01,03,000176,U,006,00154
0140212,03,01,B,01,01,01,000176,U,006,00154
0140212,04,01,B,02,04,04,000176,U,006,00154
0140212,05,01,A,01,02,04,000176,U,006,00154
0140213,01,01,A,01,02,02,000152,U,005,00155
0140213,02,01,B,01,01,01,000152,U,005,00155
0140213,03,01,A,01,01,02,000152,U,005,00155
0140213,04,01,B,02,02,06,000152,U,005,00155
0140213,05,01,B,01,01,02,000152,U,005,00155
0140216,01,01,B,01,02,04,000177,U,006,00156
0140216,03,01,B,01,01,02,000177,U,006,00156
0140216,04,01,A,02,01,03,000177,U,006,00156
0140216,05,01,A,01,01,02,000177,U,006,00156
0140219,01,01,A,02,01,02,000179,U,005,00157
0140219,02,01,A,02,01,08,000179,U,005,00157
0140219,03,01,B,02,02,04,000179,U,005,00157
0140219,04,01,A,02,02,03,000179,U,005,00157
0140219,05,01,B,01,01,01,000179,U,005,00157
0140220,01,01,B,02,01,06,000187,U,004,00158
0140220,02,01,A,02,03,04,000187,U,004,00158
0140220,03,01,B,02,01,04,000187,U,004,00158
0140220,04,01,A,01,02,09,000187,U,004,00158
0140220,05,01,A,04,02,04,000187,U,004,00158
0140224,01,01,B,01,02,05,000183,U,004,00159
0140224,02,01,A,01,01,02,000183,U,004,00159
0140224,03,01,A,01,01,03,000183,U,004,00159
0140224,04,01,B,02,01,02,000183,U,004,00159
0140224,05,01,B,01,01,01,000183,U,004,00159
0140225,01,01,A,01,01,01,000197,U,006,00160
0140225,03,01,B,01,01,01,000197,U,006,00160
0140225,04,01,B,01,01,01,000197,U,006,00160
0140225,05,01,B,02,02,04,000197,U,006,00160
0140231,01,01,C,02,01,05,000000,U,004,00161
0140231,02,01,B,02,01,03,000170,U,004,00161
0140231,03,01,A,02,02,03,000170,U,004,00161
0140231,04,01,B,01,01,03,000170,U,004,00161
0140231,05,01,A,02,01,05,000170,U,004,00161
0140232,01,01,B,01,02,05,000281,U,006,00162
0140232,03,01,A,01,02,02,000281,U,006,00162
0140232,04,01,B,01,01,05,000281,U,006,00162
0140232,05,01,B,01,03,06,000281,U,006,00162
0140233,01,01,B,05,03,05,000192,U,005,00163
0140233,02,01,C,02,01,05,000000,U,005,00163
0140233,03,01,B,01,02,03,000192,U,005,00163
0140233,04,01,B,02,01,02,000192,U,005,00163
0140233,05,01,B,01,01,02,000192,U,005,00163
0140234,01,01,B,01,03,05,000176,U,005,00164
0140234,02,01,B,01,01,05,000176,U,005,00164
0140234,03,01,A,05,02,07,000176,U,005,00164
0140234,04,01,B,01,01,03,000176,U,005,00164
0140234,05,01,B,01,01,03,000176,U,005,00164
0140235,01,01,B,04,02,07,000162,U,004,00165
0140235,02,01,A,01,02,02,000162,U,004,00165
0140235,03,01,C,02,01,04,000000,U,004,00165
0140235,04,01,A,01,01,08,000162,U,004,00165
0140236,01,01,B,02,02,05,000180,U,006,00166
0140236,02,01,B,01,03,03,000180,U,006,00166
0140236,03,01,B,03,01,03,000180,U,006,00166
0140236,04,01,A,02,03,04,000180,U,006,00166
0140236,05,01,B,02,02,02,000180,U,006,00166
0140238,01,01,B,02,02,04,000204,U,004,00167
0140238,02,01,B,02,01,04,000204,U,004,00167
0140238,03,01,A,02,02,03,000204,U,004,00167
0140238,04,01,B,01,01,01,000204,U,004,00167
0140238,05,01,B,02,04,05,000204,U,004,00167
0140239,01,01,A,05,05,05,000182,U,005,00168
0140239,02,01,A,02,02,04,000182,U,005,00168
0140239,03,01,B,02,02,02,000182,U,005,00168
0140239,04,01,A,02,02,04,000182,U,005,00168
0140239,05,01,B,01,02,05,000182,U,005,00168
0140246,01,01,A,02,04,08,000317,U,005,00169
0140246,02,01,A,05,03,07,000317,U,005,00169
0140246,03,01,B,02,01,03,000317,U,005,00169
0140246,04,01,B,01,04,04,000317,U,005,00169
0140246,05,01,B,02,01,03,000317,U,005,00169
0140249,01,01,B,01,01,05,000190,U,006,00170
0140249,02,01,B,02,04,05,000190,U,006,00170
0140249,03,01,A,02,01,04,000190,U,006,00170
0140249,05,01,B,03,02,06,000190,U,006,00170
0140250,01,01,A,01,02,04,000192,U,005,00171
0140250,02,01,A,02,02,03,000192,U,005,00171
0140250,03,01,A,02,02,03,000192,U,005,00171
0140250,04,01,A,02,01,03,000192,U,005,00171
0140250,05,01,A,01,01,02,000192,U,005,00171
0140251,01,01,B,01,02,04,000211,U,004,00172
0140251,02,01,B,02,03,03,000211,U,004,00172
0140251,03,01,B,02,01,02,000211,U,004,00172
0140251,04,01,B,01,02,04,000211,U,004,00172
0140251,05,01,A,01,02,07,000211,U,004,00172
0140257,01,01,A,01,02,05,000220,U,004,00173
0140257,02,01,B,02,01,04,000220,U,004,00173
0140257,03,01,A,01,01,04,000220,U,004,00173
0140257,04,01,A,02,02,04,000220,U,004,00173
0140257,05,01,B,02,03,03,000220,U,004,00173
0140258,01,01,B,01,01,01,000165,U,005,00174
0140258,02,01,B,01,02,04,000165,U,005,00174
0140258,03,01,B,01,02,05,000165,U,005,00174
0140258,03,02,B,02,02,03,000165,U,005,00174
0140258,04,01,B,02,02,02,000165,U,005,00174
0140258,05,01,C,01,01,04,000000,U,005,00174
0140259,01,01,A,07,06,10,000191,U,004,00175
0140259,02,01,B,01,01,01,000191,U,004,00175
0140259,03,01,B,02,02,04,000191,U,004,00175
0140259,04,01,A,02,03,05,000191,U,004,00175
0140259,05,01,B,05,04,08,000191,U,004,00175
0140260,01,01,B,05,01,06,000185,U,005,00176
0140260,02,01,B,01,01,01,000185,U,005,00176
0140260,05,01,B,02,05,06,000185,U,005,00176
0140262,01,01,B,02,03,04,000179,U,005,00177
0140262,02,01,C,04,03,04,000000,U,005,00177
0140262,03,01,B,02,02,05,000179,U,005,00177
0140262,04,01,B,02,01,02,000179,U,005,00177
0140262,05,01,A,01,01,03,000179,U,005,00177
0140263,01,01,B,01,01,02,000256,U,004,00178
0140263,02,01,A,01,02,03,000256,U,004,00178
0140263,03,01,B,01,01,02,000256,U,004,00178
0140263,05,01,B,01,01,04,000256,U,004,00178
0140264,01,01,B,07,03,07,000167,U,005,00179
0140264,02,01,B,01,02,06,000167,U,005,00179
0140264,03,01,A,02,02,05,000167,U,005,00179
0140264,04,01,A,01,01,01,000167,U,005,00179
0140264,05,01,B,02,01,03,000167,U,005,00179
0140266,01,01,B,01,02,02,000259,U,005,00180
0140266,02,01,A,01,01,01,000259,U,005,00180
0140266,03,01,B,03,03,06,000259,U,005,00180
0140266,04,01,B,02,01,04,000259,U,005,00180
0140266,05,01,A,01,02,02,000259,U,005,00180
0140267,01,01,B,02,02,05,000175,U,005,00181
0140267,03,01,A,01,02,06,000175,U,005,00181
0140267,04,01,B,02,01,04,000175,U,005,00181
0140267,05,01,B,02,02,04,000175,U,005,00181
0140269,01,01,B,02,02,04,000182,U,006,00182
0140269,02,01,B,02,03,09,000182,U,006,00182
0140269,03,01,B,01,01,01,000182,U,006,00182
0140269,04,01,A,01,01,05,000182,U,006,00182
0140269,05,01,A,01,01,04,000182,U,006,00182
0140270,01,01,B,01,02,04,000209,U,005,00183
0140270,02,01,B,02,02,05,000209,U,005,00183
0140270,05,01,A,01,01,01,000209,U,005,00183
0140271,01,01,B,01,01,05,000169,U,005,00184
0140271,02,01,B,01,02,02,000169,U,005,00184
0140271,03,01,B,01,01,01,000169,U,005,00184
0140271,04,01,B,02,03,04,000169,U,005,00184
0140271,05,01,B,01,01,01,000169,U,005,00184
0140272,02,01,A,02,02,05,000149,U,004,00185
0140272,03,01,B,02,04,06,000149,U,004,00185
0140272,04,01,B,02,01,04,000149,U,004,00185
0140272,05,01,A,02,01,04,000149,U,004,00185
0140277,01,01,A,04,01,05,000186,U,006,00186
0140277,02,01,A,02,03,07,000186,U,006,00186
0140277,03,01,B,02,02,02,000186,U,006,00186
0140277,04,01,B,02,01,06,000186,U,006,00186
0140277,05,01,A,01,02,03,000186,U,006,00186
0140278,01,01,B,02,02,05,000181,U,005,00187
0140278,02,01,A,01,03,07,000181,U,005,00187
0140278,03,01,B,01,01,01,000181,U,005,00187
0140278,04,01,A,03,03,03,000181,U,005,00187
0140278,05,01,A,02,01,02,000181,U,005,00187
0140279,01,01,B,05,04,05,000183,U,004,00188
0140279,02,01,A,02,01,05,000183,U,004,00188
0140279,03,01,B,02,01,02,000183,U,004,00188
0140279,04,01,B,05,03,06,000183,U,004,00188
0140279,05,01,B,01,02,05,000183,U,004,00188
0140281,01,01,B,01,01,01,000184,U,005,00189
0140281,03,01,B,01,02,02,000184,U,005,00189
0140281,04,01,B,03,03,05,000184,U,005,00189
0140281,05,01,B,02,04,04,000184,U,005,00189
0140282,02,01,B,01,01,01,000181,U,004,00190
0140282,03,01,B,01,02,04,000181,U,004,00190
0140282,04,01,A,04,01,06,000181,U,004,00190
0140282,05,01,B,02,01,06,000181,U,004,00190
0140283,01,01,A,02,02,06,000172,U,006,00191
0140283,02,01,A,01,03,04,000172,U,006,00191
0140283,03,01,A,02,01,05,000172,U,006,00191
0140283,04,01,B,01,01,03,000172,U,006,00191
0140283,05,01,B,01,01,01,000172,U,006,00191
0140284,01,01,B,01,02,03,000183,U,005,00192
0140284,03,01,B,02,01,02,000183,U,005,00192
0140284,04,01,B,01,01,01,000183,U,005,00192
0140284,05,01,B,01,01,06,000183,U,005,00192
0140287,01,01,B,03,01,03,000201,U,006,00193
0140287,02,01,B,01,01,02,000201,U,006,00193
0140287,03,01,B,02,02,04,000201,U,006,00193
0140287,04,01,B,01,01,01,000201,U,006,00193
0140287,05,01,B,01,02,04,000201,U,006,00193
0140288,01,01,B,02,01,06,000154,U,005,00194
0140288,02,01,A,02,01,06,000154,U,005,00194
0140288,03,01,B,03,02,03,000154,U,005,00194
0140288,04,01,A,02,03,07,000154,U,005,00194
0140288,05,01,B,02,01,05,000154,U,005,00194
0140297,01,01,B,01,01,01,000152,U,005,00195
0140297,02,01,A,01,01,02,000152,U,005,00195
0140297,04,01,B,01,02,05,000152,U,005,00195
0140297,05,01,A,01,02,05,000152,U,005,00195
0140298,01,01,A,01,01,01,000165,U,004,00196
0140298,02,01,B,07,08,17,000165,U,004,00196
0140298,03,01,B,02,01,10,000165,U,004,00196
0140298,04,01,A,01,03,04,000165,U,004,00196
0140298,05,01,B,02,04,06,000165,U,004,00196
0140299,01,01,A,02,01,03,000176,U,005,00197
0140299,02,01,A,03,03,04,000176,U,005,00197
0140299,03,01,A,01,02,08,000176,U,005,00197
0140299,04,01,A,02,01,03,000176,U,005,00197
0140300,02,01,A,02,01,04,000180,U,006,00198
0140300,03,01,B,02,02,02,000180,U,006,00198
0140300,05,01,B,02,02,02,000180,U,006,00198
0140301,01,01,B,01,01,04,000164,U,005,00199
0140301,03,01,B,02,01,04,000164,U,005,00199
0140301,04,01,B,03,02,05,000164,U,005,00199
0140301,05,01,B,01,02,04,000164,U,005,00199
0140302,01,01,A,02,02,06,000130,U,004,00200
0140302,02,01,B,02,01,04,000130,U,004,00200
0140302,03,01,B,02,01,04,000130,U,004,00200
0140302,04,01,B,01,02,04,000130,U,004,00200
0140302,05,01,B,02,02,04,000130,U,004,00200
0140303,01,01,A,01,01,02,000192,U,005,00201
0140303,03,01,B,02,01,04,000192,U,005,00201
0140303,04,01,B,03,02,03,000192,U,005,00201
0140303,05,01,B,01,02,03,000192,U,005,00201
0140304,01,01,A,01,03,05,000143,U,004,00202
0140304,02,01,A,02,04,06,000143,U,004,00202
0140304,03,01,B,02,02,02,000143,U,004,00202
0140304,04,01,B,02,01,03,000143,U,004,00202
0140304,05,01,B,01,01,04,000143,U,004,00202
0140305,01,01,B,01,04,07,000169,U,005,00203
0140305,02,01,B,02,04,08,000169,U,005,00203
0140305,03,01,B,01,02,02,000169,U,005,00203
0140305,04,01,B,01,03,05,000169,U,005,00203
0140305,05,01,B,02,03,04,000169,U,005,00203
0140306,01,01,B,01,01,01,000190,U,005,00204
0140306,02,01,B,02,01,05,000190,U,005,00204
0140306,03,01,B,01,01,04,000190,U,005,00204
0140306,04,01,B,01,01,04,000190,U,005,00204
0140306,05,01,B,02,02,03,000190,U,005,00204
0140307,01,01,B,02,02,05,000160,U,004,00205
0140307,02,01,A,01,02,04,000160,U,004,00205
0140307,03,01,B,03,01,04,000160,U,004,00205
0140307,04,01,B,02,02,03,000160,U,004,00205
0140307,05,01,B,01,01,02,000160,U,004,00205
0140308,01,01,B,02,02,04,000182,U,006,00206
0140308,02,01,B,01,01,03,000182,U,006,00206
0140308,03,01,A,01,01,02,000182,U,006,00206
0140308,04,01,B,02,02,02,000182,U,006,00206
0140308,05,01,B,03,03,04,000182,U,006,00206
0140310,01,01,A,02,04,08,000175,U,005,00207
0140310,02,01,B,01,02,04,000175,U,005,00207
0140310,03,01,A,01,01,01,000175,U,005,00207
0140310,04,01,A,01,04,05,000175,U,005,00207
0140310,05,01,B,01,01,01,000175,U,005,00207
0140311,01,01,A,04,02,04,000201,U,005,00208
0140311,02,01,A,01,02,02,000201,U,005,00208
0140311,03,01,B,01,01,01,000201,U,005,00208
0140311,04,01,B,02,03,03,000201,U,005,00208
0140311,05,01,B,02,04,04,000201,U,005,00208
0140312,01,01,A,02,02,06,000143,U,004,00209
0140312,02,01,B,01,01,04,000143,U,004,00209
0140312,03,01,B,01,01,07,000143,U,004,00209
0140312,04,01,A,02,02,03,000143,U,004,00209
0140312,05,01,A,01,03,06,000143,U,004,00209
0140313,01,01,B,02,02,02,000197,U,006,00210
0140313,02,01,B,01,01,02,000197,U,006,00210
0140313,03,01,A,01,01,02,000197,U,006,00210
0140313,04,01,B,02,02,04,000197,U,006,00210
0140313,05,01,B,01,02,03,000197,U,006,00210
0140315,01,01,B,04,05,07,000167,U,004,00211
0140315,02,01,A,01,02,03,000167,U,004,00211
0140315,03,01,B,01,02,04,000167,U,004,00211
0140315,04,01,B,01,02,04,000167,U,004,00211
0140315,05,01,A,02,01,05,000167,U,004,00211
0140316,01,01,A,01,01,02,000196,U,006,00212
0140316,02,01,B,01,02,05,000196,U,006,00212
0140316,03,01,A,01,01,04,000196,U,006,00212
0140316,04,01,B,02,03,05,000196,U,006,00212
0140316,05,01,A,02,02,05,000196,U,006,00212
0140318,01,01,B,01,01,01,000161,U,004,00213
0140318,02,01,B,02,01,04,000161,U,004,00213
0140318,02,02,A,01,01,03,000161,U,004,00213
0140318,03,01,B,01,01,01,000161,U,004,00213
0140318,04,01,B,03,02,04,000161,U,004,00213
0140318,05,01,B,02,01,02,000161,U,004,00213
0140320,01,01,B,01,05,07,000178,U,005,00214
0140320,02,01,B,02,02,08,000178,U,005,00214
0140320,03,01,B,01,01,02,000178,U,005,00214
0140320,04,01,B,03,02,03,000178,U,005,00214
0140320,05,01,B,03,02,03,000178,U,005,00214
0140321,01,01,B,02,02,02,000169,U,004,00215
0140321,01,02,B,02,02,03,000169,U,004,00215
0140321,02,01,A,01,01,03,000169,U,004,00215
0140321,04,01,B,02,03,07,000169,U,004,00215
0140321,05,01,B,01,01,05,000169,U,004,00215
0140322,01,01,B,01,01,02,000183,U,006,00216
0140322,02,01,B,03,03,06,000183,U,006,00216
0140322,03,01,A,01,01,04,000183,U,006,00216
0140322,04,01,B,02,04,05,000183,U,006,00216
0140322,05,01,A,02,02,02,000183,U,006,00216
0140330,01,01,A,01,02,02,000142,U,005,00217
0140330,02,01,B,01,02,04,000142,U,005,00217
